# 	TASBC3	T IR	T Sens	Mag  	Hz   	Alt	Azi  	Lat    	Lon   	SL m
1 	2020-01-17 	21:29:23	-6.47	7.39	18.87	3.85	10	0	40:34:58,39723	-3:6:56,29561	969
2 	2020-01-17 	21:29:24	-6.81	7.37	18.98	3.46	10	11	40:34:58,40443	-3:6:56,30098	969
3 	2020-01-17 	21:29:26	-7.99	7.39	18.97	3.49	10	22	40:34:58,40771	-3:6:56,31408	970
4 	2020-01-17 	21:29:28	-9.31	7.39	18.86	3.89	10	33	40:34:58,41048	-3:6:56,32049	970
5 	2020-01-17 	21:29:29	-10.89	7.39	18.65	4.69	10	45	40:34:58,40335	-3:6:56,3153	971
6 	2020-01-17 	21:29:31	-11.15	7.33	18.71	4.45	10	56	40:34:58,38316	-3:6:56,31721	971
7 	2020-01-17 	21:29:32	-10.01	7.37	19.09	3.15	10	67	40:34:58,38193	-3:6:56,31952	971
8 	2020-01-17 	21:29:34	-8.89	7.31	19.5	2.14	10	78	40:34:58,38632	-3:6:56,33712	972
9 	2020-01-17 	21:29:37	-7.43	7.31	19.73	1.73	10	90	40:34:58,38589	-3:6:56,38698	972
10 	2020-01-17 	21:29:39	-6.89	7.29	19.95	1.42	10	101	40:34:58,37509	-3:6:56,40404	972
11 	2020-01-17 	21:29:41	-7.31	7.25	19.75	1.71	10	112	40:34:58,37189	-3:6:56,40754	972
12 	2020-01-17 	21:29:43	-8.63	7.21	19.41	2.33	10	123	40:34:58,37081	-3:6:56,41258	973
13 	2020-01-17 	21:29:44	-8.89	7.25	19.41	2.33	10	135	40:34:58,37146	-3:6:56,41884	973
14 	2020-01-17 	21:29:46	-7.27	7.21	19.65	1.86	10	146	40:34:58,38013	-3:6:56,43284	974
15 	2020-01-17 	21:29:48	-5.77	7.23	19.89	1.5	10	157	40:34:58,37174	-3:6:56,44516	974
16 	2020-01-17 	21:29:51	-4.05	7.19	20.01	1.35	10	168	40:34:58,36703	-3:6:56,48976	975
17 	2020-01-17 	21:29:53	-3.27	7.13	20.03	1.32	10	180	40:34:58,35821	-3:6:56,5007	974
18 	2020-01-17 	21:29:55	-2.11	7.21	19.9	1.49	10	191	40:34:58,34629	-3:6:56,49696	973
19 	2020-01-17 	21:29:57	-2.27	7.19	19.63	1.9	10	202	40:34:58,33081	-3:6:56,50614	973
20 	2020-01-17 	21:29:58	-2.15	7.13	19.22	2.78	10	213	40:34:58,32455	-3:6:56,51543	973
21 	2020-01-17 	21:30:00	-2.43	7.15	18.68	4.57	10	225	40:34:58,31227	-3:6:56,53786	974
22 	2020-01-17 	21:30:01	-2.87	7.15	17.99	8.61	10	236	40:34:58,30993	-3:6:56,54653	974
23 	2020-01-17 	21:30:03	-3.11	7.11	17.24	17.15	10	247	40:34:58,30712	-3:6:56,56057	975
24 	2020-01-17 	21:30:04	-2.63	7.07	16.78	26.26	10	258	40:34:58,3055	-3:6:56,56468	975
25 	2020-01-17 	21:30:05	-1.59	7.09	16.9	23.46	10	270	40:34:58,30432	-3:6:56,56673	975
26 	2020-01-17 	21:30:06	-1.47	7.09	17.11	19.35	10	281	40:34:58,30432	-3:6:56,56673	975
27 	2020-01-17 	21:30:08	-0.57	7.11	17.3	16.22	10	292	40:34:58,30212	-3:6:56,5686	975
28 	2020-01-17 	21:30:09	2.31	7.09	18.25	6.77	10	303	40:34:58,30176	-3:6:56,56874	975
29 	2020-01-17 	21:30:11	4.79	7.09	18.72	4.41	10	315	40:34:58,30176	-3:6:56,56874	975
30 	2020-01-17 	21:30:13	4.97	7.07	19.66	1.86	10	326	40:34:58,28956	-3:6:56,56136	975
31 	2020-01-17 	21:30:15	2.13	7.07	19.46	2.24	10	337	40:34:58,27181	-3:6:56,55449	975
32 	2020-01-17 	21:30:17	-0.23	7.07	19.14	2.98	10	348	40:34:58,26115	-3:6:56,54095	975
33 	2020-01-17 	21:30:19	-11.19	7.03	18.84	3.94	20	0	40:34:58,25446	-3:6:56,52742	976
34 	2020-01-17 	21:30:21	-14.61	7.01	18.7	4.47	20	12	40:34:58,2587	-3:6:56,51471	976
35 	2020-01-17 	21:30:22	-17.07	6.99	18.7	4.51	20	25	40:34:58,26518	-3:6:56,51327	975
36 	2020-01-17 	21:30:24	-17.79	7.03	18.67	4.6	20	38	40:34:58,25809	-3:6:56,50088	975
37 	2020-01-17 	21:30:26	-18.73	7.01	18.69	4.52	20	51	40:34:58,25809	-3:6:56,50088	975
38 	2020-01-17 	21:30:27	-18.41	7.01	18.93	3.64	20	64	40:34:58,25395	-3:6:56,49948	976
39 	2020-01-17 	21:30:29	-16.93	6.99	19.21	2.81	20	77	40:34:58,25399	-3:6:56,49962	976
40 	2020-01-17 	21:30:31	-16.37	6.91	19.41	2.33	20	90	40:34:58,25406	-3:6:56,49973	976
41 	2020-01-17 	21:30:33	-14.75	6.97	19.53	2.08	20	102	40:34:58,25392	-3:6:56,4998	976
42 	2020-01-17 	21:30:35	-15.81	6.97	19.44	2.27	20	115	40:34:58,25399	-3:6:56,50002	976
43 	2020-01-17 	21:30:37	-17.07	6.89	19.31	2.55	20	128	40:34:58,25399	-3:6:56,50002	976
44 	2020-01-17 	21:30:39	-15.71	6.89	19.36	2.45	20	141	40:34:58,25438	-3:6:56,50063	976
45 	2020-01-17 	21:30:41	-14.11	6.87	19.43	2.29	20	154	40:34:58,25438	-3:6:56,50063	976
46 	2020-01-17 	21:30:43	-12.25	6.91	19.45	2.26	20	167	40:34:58,25438	-3:6:56,50085	976
47 	2020-01-17 	21:30:45	-11.01	6.87	19.4	2.35	20	180	40:34:58,25456	-3:6:56,49955	975
48 	2020-01-17 	21:30:47	-10.35	6.89	19.23	2.75	20	192	40:34:58,25446	-3:6:56,4984	976
49 	2020-01-17 	21:30:49	-9.61	6.89	18.92	3.67	20	205	40:34:58,25431	-3:6:56,49826	976
50 	2020-01-17 	21:30:50	-9.61	6.89	18.51	5.33	20	218	40:34:58,25431	-3:6:56,49854	976
51 	2020-01-17 	21:30:52	-9.53	6.85	17.97	8.77	20	231	40:34:58,25438	-3:6:56,49934	976
52 	2020-01-17 	21:30:53	-9.75	6.83	17.36	15.4	20	244	40:34:58,25442	-3:6:56,4998	976
53 	2020-01-17 	21:30:54	-8.67	6.81	16.97	22.03	20	257	40:34:58,25446	-3:6:56,50016	976
54 	2020-01-17 	21:30:56	-7.05	6.83	17.14	18.93	20	270	40:34:58,25449	-3:6:56,50078	976
55 	2020-01-17 	21:30:57	-5.47	6.83	17.4	14.85	20	282	40:34:58,25453	-3:6:56,50103	976
56 	2020-01-17 	21:30:59	-6.23	6.83	17.58	12.58	20	295	40:34:58,25467	-3:6:56,50128	976
57 	2020-01-17 	21:31:00	-4.61	6.83	18.35	6.21	20	308	40:34:58,25482	-3:6:56,50135	976
58 	2020-01-17 	21:31:02	-4.13	6.81	19.13	3.01	20	321	40:34:58,25489	-3:6:56,50139	976
59 	2020-01-17 	21:31:04	-6.09	6.79	18.89	3.77	20	334	40:34:58,255	-3:6:56,50146	976
60 	2020-01-17 	21:31:05	-10.27	6.79	18.55	5.14	20	347	40:34:58,255	-3:6:56,50142	976
61 	2020-01-17 	21:31:08	-20.49	6.77	18.62	4.81	30	0	40:34:58,25496	-3:6:56,50153	976
62 	2020-01-17 	21:31:10	-21.09	6.73	18.79	4.13	30	15	40:34:58,255	-3:6:56,50153	976
63 	2020-01-17 	21:31:12	-21.77	6.75	18.88	3.81	30	30	40:34:58,25503	-3:6:56,50157	976
